Question,Answer
"In presenza del segnale raffigurato, il conducente di un'autobetoniera, di massa complessiva a pieno carico superiore a 3,5 tonnellate, non può sorpassare un ciclomotore",V
I veicoli con velocità massima autorizzata inferiore o uguale a 40 km/h non devono essere dotati di cronotachigrafo,V
"Gli autobus in servizio pubblico di linea, ma utilizzati anche in corsa ""fuori linea"", devono essere dotati di cronotachigrafo",V
Il cronotachigrafo è obbligatorio per i taxi che operano fuori dei centri urbani,F
Il cronotachigrafo è obbligatorio per veicoli adibiti al trasporto di merci di massa complessiva a pieno carico superiore a 2 tonnellate,F
Il cronotachigrafo è obbligatorio per tutti gli autobus,F
Il cronotachigrafo è obbligatorio per tutti i veicoli adibiti al trasporto di merci,F
"Gli autobus in servizio pubblico di linea il cui percorso, da capolinea a capolinea, non supera i 50 km devono essere dotati di cronotachigrafo",F
I veicoli di proprietà delle forze armate e dei vigili del fuoco devono essere dotati di cronotachigrafo,F
"I veicoli di massa complessiva superiore a 3,5 tonnellate adibiti ad uso medico devono essere dotati di cronotachigrafo",F
I carri attrezzi specializzati che operano entro un raggio di 100 km dalla propria base operativa devono essere dotati di cronotachigrafo,F
"In presenza del segnale raffigurato il conducente di un autogru, di massa complessiva a pieno carico superiore a 3,5 tonnellate, non può sorpassare un motociclo anche se la manovra può compiersi entro la semicarreggiata",V
I fogli di registrazione dei cronotachigrafi analogici devono garantire delle registrazioni leggibili per almeno un anno,V
I fogli di registrazione dei cronotachigrafi analogici devono avere una capacità minima di registrazione di 24 ore,V
I fogli di registrazione dei cronotachigrafi analogici hanno una zona riservata alle indicazioni relative alla velocità,V
I fogli di registrazione dei cronotachigrafi analogici hanno una zona riservata alle indicazioni relative alle distanze percorse,V
I fogli di registrazione dei cronotachigrafi analogici devono essere di tipo omologato,V
I fogli di registrazione dei cronotachigrafi analogici non hanno zone riservate alla compilazione manuale,F
I fogli di registrazione dei cronotachigrafi analogici devono avere una capacità minima di registrazione di 48 ore,F
I fogli di registrazione dei cronotachigrafi analogici devono riportare il marchio dell'officina che ha installato il cronotachigrafo analogico,F
I fogli di registrazione dei cronotachigrafi analogici devono avere una zona riservata ad eventuali annotazioni di agenti di Polizia,F
"I fogli di registrazione dei cronotachigrafi analogici sono di tipo ""standard"" e possono essere utilizzati indifferentemente su qualsiasi cronotachigrafo analogico",F
"Il segnale raffigurato con pannello integrativo indicante 5 tonnellate, vieta ai mezzi d'opera di massa complessiva a pieno carico superiore a 5 tonnellate di sorpassare veicoli a motore",V
"Il conducente di un veicolo dotato di cronotachigrafo analogico, alla partenza, deve scrivere nome e cognome sul foglio di registrazione che utilizzerà",V
"Il conducente di un veicolo dotato di cronotachigrafo analogico, prima di iniziare il viaggio, deve scrivere il luogo di partenza sul foglio di registrazione che utilizzerà",V
"Il conducente di un veicolo dotato di cronotachigrafo analogico, prima di iniziare il viaggio, deve scrivere la data della partenza sul foglio di registrazione che utilizzerà",V
"Il conducente di un veicolo dotato di cronotachigrafo analogico, prima di iniziare il viaggio, deve scrivere il numero di targa del veicolo sul foglio di registrazione che utilizzerà",V
"Il conducente di un veicolo dotato di cronotachigrafo analogico, prima di iniziare il viaggio, deve scrivere la lettura del contachilometri al momento della partenza sul foglio di registrazione che utilizzerà",V
"Il conducente di un veicolo dotato di cronotachigrafo analogico, prima di iniziare il viaggio, deve scrivere il nome dell'azienda di trasporto proprietaria del veicolo sul foglio di registrazione che utilizzerà",F
"Il conducente di un veicolo dotato di cronotachigrafo analogico, prima di iniziare il viaggio, deve scrivere il numero di telaio del veicolo sul foglio di registrazione che utilizzerà",F
"Il conducente di un veicolo dotato di cronotachigrafo analogico, prima di iniziare il viaggio, deve scrivere numero e categoria della propria patente di guida sul foglio di registrazione che utilizzerà",F
"Il conducente di un veicolo dotato di cronotachigrafo analogico, prima di iniziare il viaggio, deve scrivere la data dell'ultimo trasporto effettuato all'estero sul foglio di registrazione che utilizzerà",F
"Il conducente di un veicolo dotato di cronotachigrafo analogico, prima di iniziare il viaggio, deve scrivere la propria data di nascita sul foglio di registrazione che utilizzerà",F
"In presenza del segnale raffigurato, il conducente di un'autobetoniera, di massa complessiva a pieno carico superiore a 3,5 tonnellate, può sorpassare un'autovettura",F
Il conducente che viaggia su un veicolo dotato di cronotachigrafo analogico deve indicare le proprie attività attraverso l'apposito commutatore,V
"Il conducente che viaggia su un veicolo dotato di cronotachigrafo analogico, in caso di cambio del veicolo, deve riportare sul foglio di registrazione l'ora di cambio del veicolo",V
"Il conducente che viaggia su un veicolo dotato di cronotachigrafo analogico, in caso di cambio del veicolo, deve riportare sul foglio di registrazione la targa del nuovo veicolo",V
"Il conducente che viaggia su un veicolo dotato di cronotachigrafo analogico deve compilare, prima della partenza, il foglio di registrazione",V
"Il conducente che viaggia su un veicolo dotato di cronotachigrafo analogico deve, al termine del viaggio, riportare sul foglio di registrazione il numero di chilometri percorsi",V
Il conducente di un veicolo dotato di cronotachigrafo analogico deve far controfirmare il foglio di registrazione al titolare dell'azienda proprietaria del veicolo,F
"Il conducente di un veicolo dotato di cronotachigrafo analogico, al termine del viaggio, deve lasciare il foglio di registrazione inserito nel dispositivo di controllo",F
"Il conducente che viaggia su un veicolo dotato di cronotachigrafo analogico, in caso di cambio del veicolo, deve riportare sul foglio di registrazione l'ora di inizio del turno di lavoro",F
"Il conducente che viaggia su un veicolo dotato di cronotachigrafo analogico, in caso di riposo, deve spostare il commutatore sul simbolo di figura",F
"Il conducente che viaggia su un veicolo dotato di cronotachigrafo analogico, in caso di ""altri lavori"", deve spostare il commutatore sul simbolo di figura",F
"In presenza del segnale raffigurato, il conducente di un'autogru, di massa complessiva a pieno carico superiore a 3,5 tonnellate, può sorpassare un motociclo",F
"I fogli di registrazione di un cronotachigrafo analogico, devono avere una omologazione CE specifica per il tipo di apparecchio di controllo",V
"Il conducente che viaggia su un veicolo dotato di cronotachigrafo analogico, prima dell'inizio del viaggio, deve compilare il foglio di registrazione indicando: nome e cognome del conducente, luogo e la data di partenza, targa del veicolo e lettura",V
"Se durante la stessa giornata lavorativa il conducente utilizza due veicoli dotati di cronotachigrafo analogico, deve utilizzare lo stesso foglio di registrazione compilandolo anche nella parte posteriore",V
"Se durante la stessa giornata lavorativa il conducente utilizza due veicoli dotati di cronotachigrafo analogico, nella parte posteriore del foglio di registrazione dovrà indicare, tra l'altro, l'ora del cambio, la targa e la lettura del contachilom",V
"Su veicoli dotati di cronotachigrafo analogico, non è necessario utilizzare fogli di registrazione di tipo omologato",F
"Su veicoli dotati di cronotachigrafo analogico, prima dell'inizio del viaggio, il conducente deve compilare il foglio di registrazione indicando il suo nome e cognome e gli estremi della patente di guida e della CQC",F
"Su veicoli dotati di cronotachigrafo analogico, prima dell'inizio del viaggio, il conducente deve compilare il foglio di registrazione indicando il suo nome e cognome, la targa del veicolo e gli estremi della carta tachigrafica",F
"Se durante la stessa giornata lavorativa il conducente utilizza due veicoli dotati di cronotachigrafo analogico, egli deve compilare due fogli di registrazione",F
Nel cronotachigrafo digitale i dati sono memorizzati nella memoria interna del dispositivo e nella carta tachigrafica inserita,V
Nel cronotachigrafo digitale è presente un sistema di memorizzazione elettronica in grado di memorizzare le attività lavorative del conducente relative ad almeno gli ultimi 365 giorni di calendario,V
"In assenza di altri divieti, in presenza del segnale raffigurato integrato con pannello indicante 5 tonnellate, i conducenti di mezzi d'opera di massa complessiva a pieno carico superiore a 5 tonnellate possono sorpassare altri veicoli a motore che p",F
Il cronotachigrafo digitale è dotato di una stampante integrata,V
Il cronotachigrafo digitale emette un segnale acustico che avverte se il veicolo viene utilizzato senza che la carta tachigrafica del conducente sia stata inserita,V
I dati della giornata lavorativa del conducente sono memorizzati solo nella memoria interna del cronotachigrafo digitale,F
"Se il veicolo è dotato di cronotachigrafo digitale, i dati della giornata lavorativa del conducente non possono essere stampati",F
"Se il veicolo è dotato di cronotachigrafo digitale, i dati dell'attività lavorativa del conducente non possono essere trasferiti su altro dispositivo",F
Nel cronotachigrafo digitale è presente un sistema di memorizzazione elettronica in grado di memorizzare al massimo le attività lavorative del conducente relative agli ultimi sette giorni di calendario,F
La carta tachigrafica del conducente deve essere inserita nel cronotachigrafo del veicolo a partire dal momento in cui un conducente lo prende in consegna fino a quando non lo riconsegna,V
La carta tachigrafica del conducente è a fondo bianco,V
La carta tachigrafica del conducente è rilasciata dalla Camera di Commercio,V
La carta tachigrafica del conducente può essere estratta dall'apparecchio di controllo solo a veicolo fermo,V
"In un veicolo pesante, lo specchio anteriore permette di vedere meglio la parte bassa della zona anteriore del veicolo",V
"In presenza del segnale raffigurato, i veicoli per trasporto di merci, di massa complessiva a pieno carico superiore a 3,5 tonnellate, quando circolano fuori dei centri abitati su strada a 2 corsie per ogni senso di marcia, devono mantenere tra di l",F
La carta tachigrafica del conducente è rilasciata dal comune di residenza dell'autista,F
La carta tachigrafica dell'azienda può essere utilizzata dal conducente se ha smarrito la propria carta tachigrafica,F
La carta tachigrafica di controllo viene utilizzata dal conducente durante le operazioni di manutenzione del veicolo,F
La carta tachigrafica dell'officina viene utilizzata dal conducente durante le operazioni di riparazione del veicolo,F
Il cronotachigrafo digitale può essere montato solo da officine autorizzate,V
Il cronotachigrafo digitale è munito di sigilli e non deve essere manomesso dal conducente,V
Il cronotachigrafo digitale deve essere tarato prima dell'immissione del veicolo in circolazione,V
Il cronotachigrafo digitale ha una targhetta contenente le informazioni tecniche di montaggio,V
"Il cronotachigrafo digitale deve essere controllato, di norma, ogni due anni",V
Il cronotachigrafo digitale può essere revisionato da qualunque officina idoneamente attrezzata,F
"Il segnale raffigurato vieta il transito ai veicoli adibiti al trasporto di cose con massa a pieno carico superiore a 3,5 tonnellate",V
Il cronotachigrafo digitale può essere riparato da qualunque officina meccanica,F
Il cronotachigrafo digitale deve essere tarato entro quattro settimane dall'installazione,F
"Il cronotachigrafo digitale non deve essere revisionato, di norma, ogni due anni",F
"In caso di guasto grave, il cronotachigrafo digitale può essere riparato da qualunque officina meccanica",F
"In caso di guasto del cronotachigrafo, se si sta effettuando un viaggio di durata superiore a sette giorni, il conducente deve provvedere alla riparazione del guasto nel corso del viaggio",V
"In caso di guasto del cronotachigrafo, se il viaggio ha una durata inferiore a sette giorni, il conducente può provvedere alla riparazione del guasto al rientro in sede",V
"In caso di guasto del cronotachigrafo, occorre rivolgersi a un'officina autorizzata",V
"In caso di guasto del cronotachigrafo, sia analogico che digitale, il conducente deve provvedere alle idonee registrazioni manuali della sua attività",V
In caso di guasto del cronotachigrafo il conducente può evitare di effettuare le registrazioni,F
In caso di guasto del cronotachigrafo il conducente è obbligato ad effettuare le registrazioni manuali solamente se il viaggio è superiore a sette giorni,F
"In presenza del segnale raffigurato è consentito il transito di autobus di massa complessiva superiore a 3,5 tonnellate",V
"In caso di guasto del cronotachigrafo, il conducente deve provvedere alla sua riparazione entro le ventiquattro ore successive",F
In caso di guasto del cronotachigrafo il conducente deve necessariamente interrompere il viaggio,F
In caso di guasto del cronotachigrafo il conducente deve rivolgersi alla sede della Camera di Commercio più vicina,F
Il cronotachigrafo digitale utilizza carte tachigrafiche rilasciate dalla Camera di Commercio,V
Le carte tachigrafiche utilizzabili nel cronotachigrafo digitale sono di quattro tipi,V
"Le carte tachigrafiche hanno validità di cinque anni, ad eccezione di quella dell'officina",V
La carta tachigrafica dell'officina ha validità amministrativa di un anno,V
Le carte tachigrafiche utilizzabili nel cronotachigrafo digitale sono di due tipi: una per il conducente e una per la Motorizzazione Civile,F
Le carte tachigrafiche sono rilasciate dalla Motorizzazione Civile,F
La carta tachigrafica del conducente ha validità amministrativa di tre anni,F
"In presenza del segnale raffigurato è consentito il transito di autocarri con massa a pieno carico inferiore a 3,5 tonnellate",V
La carta tachigrafica del conducente può memorizzare al massimo i dati relativi a 20 giornate lavorative,F
"Il cronotachigrafo digitale è uno strumento di misura che registra le distanze, le velocità e i tempi di guida e di riposo del conducente",V
"Il tempo registrato sul cronotachigrafo digitale è in UTC (Universal Time Coordinate), cioè fa riferimento all'ora di Greenwich",V
Con il cronotachigrafo digitale è possibile memorizzare i dati relativi alle attività di uno o due conducenti,V
E' possibile stampare i dati memorizzati dal cronotachigrafo digitale su scontrini cartacei (ticket),V
"Il cronotachigrafo digitale va installato su tutti i veicoli, anche su quelli che hanno già montato il cronotachigrafo analogico",F
"Il cronotachigrafo digitale è uno strumento che registra le attività del conducente, ma non i dati relativi al veicolo",F
Il cronotachigrafo digitale è uno strumento che può registrare le attività di un solo conducente,F
Il cronotachigrafo digitale è uno strumento che memorizza dati relativi agli ultimi 5 anni,F
Il cronotachigrafo digitale non permette la stampa dei dati relativi all'attività lavorativa del conducente,F
Il segnale raffigurato vieta il transito a tutti gli autocarri carrozzati con furgone chiuso,F
"Le carte tachigrafiche sono delle smart card che interagiscono con il cronotachigrafo digitale, memorizzando varie informazioni relative all'attività del conducente",V
"Le carte tachigrafiche sono delle smart card che interagiscono con il cronotachigrafo digitale, memorizzando varie informazioni relative al veicolo",V
"Le carte tachigrafiche sono di quattro tipi: carta conducente, carta azienda, carta officina e carta controllo",V
La carta tachigrafica del conducente è personale e non cedibile ad altro conducente,V
La carta tachigrafica del conducente è a fondo bianco ed è personalizzata con la foto,V
La carta tachigrafica del conducente ha validità di 5 anni,V
La carta tachigrafica del conducente è rilasciata dalla Camera di Commercio,V
"I requisiti per ottenere la carta tachigrafica del conducente sono: essere titolare di patente di categoria C, C1 o D, D1, essere residente in Italia e non essere già titolare di un'altra carta tachigrafica",V
La carta tachigrafica dell'azienda facilita la gestione della flotta veicolare e consente di ispezionare e stampare i dati di viaggio di tutti i veicoli dell'azienda,V
La carta tachigrafica dell'azienda permette di bloccare o sbloccare il cronotachigrafo digitale dei propri veicoli,V
In presenza del segnale raffigurato è consentito il transito a tutti gli autocarri carrozzati con cassone aperto,F
La carta tachigrafica dell'officina è a fondo rosso ed è valida per 1 anno,V
"La carta tachigrafica dell'officina serve alla calibrazione, attivazione e manutenzione del cronotachigrafo digitale",V
La carta tachigrafica di controllo è rilasciata alle autorità deputate ai controlli tecnico-amministrativi in materia di sicurezza sul lavoro e alle autorità di polizia,V
La carta tachigrafica di controllo è a fondo blu ed è valida 5 anni,V
La carta controllo serve principalmente per effettuare il controllo del rispetto dei tempi di guida e della velocità,V
Le carte tachigrafiche non interagiscono in alcun modo con il cronotachigrafo digitale,F
Le carte tachigrafiche sono di cinque tipi,F
La carta tachigrafica del conducente ha le stesse funzioni della carta di qualificazione del conducente,F
La carta tachigrafica del conducente è di proprietà dell'azienda di cui è dipendente,F
La carta tachigrafica del conducente ha validità di 10 anni,F
"Il segnale raffigurato vieta il transito ai veicoli di massa superiore a 3,5 tonnellate destinati al trasporto di persone",F
La carta tachigrafica del conducente è rilasciata dagli uffici del lavoro,F
La carta tachigrafica del conducente è revocata in caso di perdita di tutti i punti della patente di guida,F
La carta tachigrafica del conducente è a fondo giallo ed è valida per 3 anni,F
"La carta tachigrafica dell'azienda permette di bloccare il cronotachigrafo digitale, ma non di sbloccarlo",F
I conducenti che effettuano trasporti internazionali possono ottenere il rilascio di due carte tachigrafiche,F
La carta tachigrafica del conducente può essere utilizzata per il pagamento dei pedaggi autostradali,F
"In caso di viaggio effettuato con due autisti (multipresenza), i due conducenti possono scambiarsi la carta tachigrafica",F
In caso di superamento dei limiti di velocità di oltre 40 km/h la carta tachigrafica del conducente viene sospesa per un periodo di tre mesi,F
In caso di guida in stato di ebbrezza la carta tachigrafica del conducente viene revocata,F
La carta tachigrafica del conducente può essere utilizzata anche nei cronotachigrafi analogici di tipo elettronico,F
Il segnale raffigurato vieta il transito ai veicoli che trasportano merci pericolose,V
L'inserimento della carta tachigrafica del conducente nel cronotachigrafo digitale deve avvenire con la chiave d'accensione inserita e il veicolo fermo,V
"La carta tachigrafica del conducente va inserita nello slot 1 e, se il cronotachigrafo digitale la riconosce, visualizza il cognome del conducente",V
L'estrazione della carta tachigrafica del conducente può avvenire solo a veicolo fermo e con azione volontaria,V
"Prima di estrarre la carta tachigrafica del conducente a fine giornata lavorativa è necessario impostare il selettore del cronotachigrafo digitale sulla modalità ""tempi di riposo""",V
"Quando il veicolo viene impiegato in attività o servizi che esulano dal campo di applicazione della normativa sociale, il conducente deve selezionare sul cronotachigrafo digitale la modalità ""OUT OF SCOPE""",V
L'operazione di inserimento della carta tachigrafica da parte del conducente deve avvenire prima di inserire la chiave d'accensione,F
La carta tachigrafica deve essere inserita con veicolo in movimento,F
"Quando il veicolo viene impiegato in attività o servizi che esulano dal campo di applicazione della normativa sociale, il cronotachigrafo digitale si imposta automaticamente sulla modalità ""OUT OF SCOPE""",F
"Prima di estrarre la carta tachigrafica del conducente a fine giornata lavorativa è necessario impostare il selettore del cronotachigrafo digitale sulla modalità ""OUT OF SCOPE""",F
"Quando il veicolo viene impiegato in attività o servizi che esulano dal campo di applicazione della normativa sociale, il conducente deve selezionare sul cronotachigrafo digitale la modalità ""tempi di riposo""",F
Il segnale raffigurato vieta il transito alle autocisterne che trasportano benzina,V
"In caso di smarrimento, danneggiamento o furto della propria carta tachigrafica, il conducente ha tempo sette giorni per richiedere alla Camera di Commercio il blocco e la sostituzione della carta stessa",V
"In caso di smarrimento, danneggiamento o furto della carta tachigrafica è possibile guidare senza la carta per un periodo massimo di quindici giorni di calendario",V
"In caso di smarrimento, danneggiamento o furto della carta tachigrafica il conducente, all'inizio della giornata lavorativa, deve stampare lo scontrino dei dati tecnici riportandovi manualmente il proprio nome e cognome, numero della patente e indi",V
"In caso di smarrimento, danneggiamento o furto della carta tachigrafica il conducente, al termine dell'attività lavorativa, deve stampare lo scontrino contenente i gruppi di tempi registrati dall'apparecchio, completandolo con il proprio nome e cog",V
In caso di rottura del cronotachigrafo digitale si deve provvedere alla sua riparazione nel più breve tempo possibile; è comunque consentito viaggiare con il dispositivo di controllo inefficiente per un periodo massimo di sette giorni,V
"In caso di rottura del cronotachigrafo digitale, il conducente deve compilare giornalmente il retro dello scontrino con i seguenti dati: nome e cognome, numero della patente, targa del veicolo, luogo di partenza e luogo di arrivo, chilometri percor",V
"Passando dalla guida di un veicolo munito di cronotachigrafo analogico a uno munito di cronotachigrafo digitale, il conducente deve terminare la compilazione del foglio di registrazione e inserire manualmente sul cronotachigrafo digitale i tempi di",V
"Passando dalla guida di un veicolo munito di cronotachigrafo digitale a uno munito di cronotachigrafo analogico, il conducente deve stampare lo scontrino della giornata lavorativa, compilare un foglio di registrazione e inserirlo nel cronotachigraf",V
"In caso di smarrimento, danneggiamento o furto della carta tachigrafica, il conducente ha tempo trenta giorni per richiedere alla Camera di Commercio il blocco e la sostituzione della carta stessa",F
"In caso di smarrimento, danneggiamento o furto della carta tachigrafica, il conducente ha tempo sette giorni per richiedere alla Motorizzazione Civile il blocco e la sostituzione della carta stessa",F
Il segnale raffigurato vieta il transito agli autocarri telonati,F
"In caso di smarrimento, danneggiamento o furto della carta tachigrafica, è possibile guidare senza la carta per un periodo massimo di quarantacinque giorni di calendario",F
"In caso di smarrimento, danneggiamento o furto della carta tachigrafica il conducente non ha alcun obbligo particolare",F
"In caso di smarrimento, danneggiamento o furto della carta tachigrafica il conducente deve presentare denuncia all'ufficio del lavoro",F
In caso di rottura del cronotachigrafo digitale si deve provvedere alla sua riparazione nel più breve tempo possibile; è comunque consentito viaggiare con il dispositivo di controllo inefficiente per un periodo massimo di quindici giorni,F
In caso di rottura del cronotachigrafo digitale si deve provvedere alla sua riparazione nel più breve tempo possibile; è comunque consentito viaggiare con il dispositivo di controllo inefficiente per un periodo massimo di due giorni lavorativi,F
"Passando dalla guida di un veicolo munito di cronotachigrafo analogico a uno munito di cronotachigrafo digitale, non è necessario conservare il foglio di registrazione",F
"Dalla memoria del cronotachigrafo digitale è possibile stampare le attività di una giornata di lavoro del conducente, gli eventi e le anomalie, gli eccessi di velocità e i dati tecnici",V
"Se il veicolo è munito di un cronotachigrafo digitale, dalla stampa dei dati tecnici è possibile ottenere informazioni sul cronotachigrafo digitale: modello, matricola, numero di omologazione e numero della versione del software",V
"Se il veicolo è munito di un cronotachigrafo digitale, dalla stampa dei dati tecnici è possibile risalire ai valori caratteristici del veicolo, tra cui lo sviluppo lineare e la marcatura degli pneumatici e la velocità massima ammessa dal limitatore",V
"Se il veicolo è munito di un cronotachigrafo digitale è possibile verificare se il conducente ha superato i limiti massimi di velocità e determinare, tra l'altro, data e ora dell'evento e velocità massima raggiunta",V
"In un veicolo pesante, lo specchio retrovisore esterno principale sinistro permette la visione indiretta di un tratto di strada retrostante, a sinistra del veicolo",V
Il segnale raffigurato vieta il transito ai veicoli che trasportano merci deperibili,F
"Se il veicolo è munito di un cronotachigrafo digitale, dalla memoria dell'apparecchio è possibile stampare gli eccessi di velocità verificatisi negli ultimi 10 anni",F
Dalla memoria della carta tachigrafica del conducente è possibile risalire alla sua attività lavorativa dei 365 giorni precedenti,F
"Se il veicolo è munito di un cronotachigrafo digitale, dalla stampa dei dati tecnici è possibile risalire al tipo di motore e alla sua alimentazione",F
"Se il veicolo è munito di un cronotachigrafo digitale, dalla stampa dei dati tecnici è possibile risalire alla marca degli pneumatici",F
"Sul display del cronotachigrafo digitale, il simbolo in figura indica i tempi di guida",V
"Sul display del cronotachigrafo digitale, il simbolo in figura indica ""tempo di riposo""",V
"Sul display del cronotachigrafo digitale, il simbolo in figura indica ""altri lavori""",V
"Sul display del cronotachigrafo digitale, il simbolo in figura indica ""tempi di disponibilità""",V
"Sul display del cronotachigrafo digitale, il simbolo in figura indica le ""interruzioni di guida""",V
"Sul display del cronotachigrafo digitale, il simbolo in figura indica la modalità ""out of scope""",V
Il segnale raffigurato vieta il transito ai veicoli con furgone frigorifero,F
"Sul display del cronotachigrafo digitale, il simbolo in figura indica la modalità ""traghetto o treno""",V
"Sul display del cronotachigrafo digitale, il simbolo in figura indica il soggetto ""officina""",V
"Sul display del cronotachigrafo digitale, il simbolo in figura indica il soggetto ""controllo""",V
"Sul display del cronotachigrafo digitale, il simbolo in figura indica il soggetto ""azienda""",V
"Sul display del cronotachigrafo digitale, il simbolo in figura indica la ""dimensione degli pneumatici""",F
"Sul display del cronotachigrafo digitale, il simbolo in figura indica ""attività ricreative""",F
"Sul display del cronotachigrafo digitale, il simbolo in figura indica ""altri lavori""",F
"Sul display del cronotachigrafo digitale, il simbolo in figura indica ""riposo settimanale""",F
"Sul display del cronotachigrafo digitale, il simbolo in figura indica la modalità ""traghetto o treno""",F
"Sul display del cronotachigrafo digitale, il simbolo in figura indica la modalità ""fuori competenza""",F
Il segnale raffigurato vieta il transito ai veicoli che trasportano esplosivi,V
"Sul display del cronotachigrafo digitale, il simbolo in figura indica il soggetto ""azienda""",F
"Sul display del cronotachigrafo digitale, il simbolo in figura indica il soggetto ""officina""",F
"Sul display del cronotachigrafo digitale, il simbolo in figura indica le ""attività di guida""",F
"Sul display del cronotachigrafo digitale, il simbolo in figura indica il soggetto ""controllo""",F
L'organo principale di un motore è l'albero motore,V
Le valvole di aspirazione e di scarico si trovano sia nei motori a scoppio che nei motori Diesel,V
"Gli organi della distribuzione di un motore a scoppio o Diesel comprendono: l'albero a camme, le valvole, una catena o una cinghia dentata",V
Il silenziatore permette l'espansione dei gas di scarico prima che escano all'esterno così da diminuire la rumorosità del motore,V
"Il movimento dell'albero motore è un ""moto alternativo""",F
La cinghia della distribuzione deve essere sostituita ogni 20000 chilometri,F
Il segnale raffigurato vieta il transito ai veicoli che trasportano prodotti facilmente infiammabili,V
L'albero motore e l'albero di trasmissione sono due nomi diversi per definire lo stesso organo,F
I motori Diesel non possono essere dotati di turbocompressore perché il gasolio è poco infiammabile,F
I motori a gas richiedono una maggior manutenzione rispetto a quelli a benzina o a gasolio,F
I motori a scoppio e quelli a ciclo Diesel sono ambedue motori a combustione interna,V
Il motore Diesel è un motore a combustione interna,V
I motori a combustione interna possono essere indifferentemente a due o a quattro tempi,V
I cilindri sono parti meccaniche caratteristiche dei motori a combustione interna,V
Il motore a combustione interna trasforma energia termica in energia meccanica,V
Un motore a scoppio può essere alimentato sia con benzina sia con gas metano,V
I pistoni sono organi tipici di un motore a combustione interna,V
Il segnale raffigurato prescrive di fare attenzione al transito di veicoli che trasportano esplosivo,F
"Le fasi di funzionamento di un motore a quattro tempi sono: aspirazione, compressione, scoppio (o combustione) e scarico",V
L'albero a camme comanda l'apertura e la chiusura delle valvole,V
Le valvole della distribuzione sono almeno due per ogni cilindro,V
La valvola a farfalla di un motore a scoppio fa entrare nei cilindri la quantità di aria richiesta in base alla posizione del pedale dell'acceleratore,V
La rottura della cinghia dentata o della catena di distribuzione può recare gravi danni agli organi interni del motore,V
La catena della distribuzione collega l'albero motore con l'albero della distribuzione,V
"Nei motori a scoppio, i cilindri aspirano miscela di aria e benzina oppure aria e metano o aria e GPL",V
Il motore a scoppio è un motore a combustione interna,V
Un motore ad accensione comandata non può essere del tipo a ciclo Otto (a scoppio),F
Tutti i motori a combustione interna sono dotati di iniettori,F
"In presenza del segnale raffigurato è consentito il transito ai veicoli che trasportano prodotti facilmente infiammabili, purché non esplosivi",F
Le candele a scintilla sono utilizzate sia nei motori a scoppio che in quelli Diesel,F
Le bielle uniscono i pistoni con l'albero a camme,F
Il movimento dei pistoni è un moto rotatorio,F
I motori a combustione interna trasformano la forza motrice in calore,F
Sono ad accensione spontanea tutti i motori dotati di candele a scintilla,F
I cilindri di un motore a combustione interna devono essere sempre in numero pari,F
Se il motore è a combustione interna non ha bisogno della marmitta,F
Soltanto il motore Diesel è un motore a combustione interna,F
Soltanto il motore a scoppio è un motore a combustione interna,F
"Il ""battito in testa"" è indice del fatto che i pistoni vanno a colpire la testata a ogni giro",F
In presenza del segnale raffigurato è consentito il traino di veicoli che trasportano prodotti,F
"A seguito della rottura della cinghia della distribuzione, il motore non viene più raffreddato adeguatamente",F
I motori Diesel sono motori ad accensione spontanea,V
"Nei motori Diesel, in luogo della catena o della cinghia della distribuzione, può trovarsi un collegamento costituito da ingranaggi",V
"Se un cilindro di un motore Diesel ha 4 valvole, generalmente sono tutte di aspirazione",F
"Se il silenziatore di un motore Diesel non funziona bene, è necessario ""strozzare"" leggermente il tubo di scarico",F
"In alcuni motori Diesel più performanti, le termocandele sono sostituite da candele a scintilla",F
"In un motore a scoppio, il pedale dell'acceleratore influisce sulla posizione della valvola a farfalla",V
I motori a scoppio sono motori ad accensione comandata,V
Il motore a scoppio può funzionare anche con alimentazione a metano o a GPL,V
Le candele a scintilla sono caratteristiche di un motore a scoppio,V
Il segnale raffigurato vieta il transito ai veicoli che trasportano sostanze che possono contaminare l'acqua,V
"Nel motore a scoppio, l'accensione del carburante (scintilla della candela) è tanto più anticipata quanto più veloce è la rotazione del motore",V
"Nei moderni motori a scoppio, in luogo delle candele vengono impiegati gli iniettori",F
In un motore a scoppio la miscela benzina-aria si realizza nel serbatoio del carburante,F
L'anticipo dell'accensione nel motore a scoppio deve diminuire man mano che aumenta il numero dei giri,F
"Se il motore a scoppio funziona a metano, non ha bisogno della marmitta catalitica",F
"Se il motore a scoppio funziona a GPL, non ha bisogno della marmitta catalitica",F
Il motore a gas metano è un motore a combustione interna,V
Il motore a GPL è un motore a combustione interna,V
Sono a combustione interna solo i motori funzionanti a gas metano o a GPL,F
"Il motore a combustione interna che fornisce potenza agli autoveicoli, trasforma l'energia termica ricavata dal combustibile, in energia meccanica disponibile alle ruote",V
In presenza del segnale raffigurato è consentito il transito di autoveicoli che trasportano merci pericolose che non contaminino l'acqua,V
I cilindri di un motore sono raggruppati in un unico blocco metallico di fusione che prende il nome di monoblocco,V
I cilindri di un motore hanno la funzione di camera di espansione dei gas e di guida per i pistoni,V
"Il motore a scoppio è detto anche ""ad accensione comandata""",V
"Il motore Diesel è detto anche ""ad accensione spontanea""",V
